doctr,image,levenstein,jaro,damerau,hamming,rating
"50.81 safety requirements gost 31108-2016 and application indoorv walis andf floors construction masonry andi plaster works storage rules store in dry roofed facilties, dampening isnot allowed tpesobahma 5e30achoctm cement fuliy comples with tpesobahmrmi rocr31108-2016 gost 30515-2013 standards lemdatcotetctbvit mroct 30515-2015 o5/actm npmmehehma bosbeaehme ctehmnonob nomellehma bhytpehhmxt poborcibokiaoarnk mumadphakpaeot npabaiaxpahehmr xpahmtbbcxmx antaktiomehemmrx ybiaxkhehme heaonyckaetch pap omepcetmgmctacaxeda aeactbmr 3hakpcti mk koaopfaha bblaabwepo cepthomkatca hae eokoboactopohe ymakobka tpamepnatpmtotobieia ctpowte/bhbix cmeceia  dd q+00 g+00 @+00 +00 2+d0 +00 -00 2+00 yhmthbatb 4ehtpabhbih o0mci nporak centrals sales office ao. ebpolemehti rpyra pocchackarg oeaepalma 107045, mgolovin per 3,8ld1, mockba mfonobmht nep.as,ctr1 moscow russian federation. teal.+7( (495)7 737 5500 ofabaehmem boab padoeanaccutamae cyx matepmaob aapecnpombborctea eurocement groupisc 107045 phone+7(495)7 7375500 aemthtbebpowemeht wwweurocementru y3hatb 50nble 8800 700 63 63 erctiaathabiohpan nmmr",paper-4,-0.0460069323761808,2.3964308058651693,1.0189383279744864,-0.5190467645453463,1.013311509363524
nwl neckobetok m-300 cyxan chece ienentho-rscm ans msaee nobmemmn cpond 40kr cyem,paper-1,-0.18515394166308952,0.2793843910156083,-0.3223332043623815,-1.1186683302986569,-0.13074221012717946
"jement ebpomeewt ecomaterial basic tpyn ccn4500-d20 poun 10emax egetom - op cc - b uro lemeht ement bpols ccn4,500-120 wkd inene ohne hoae inewea iof mua5 oun: - dee9 imeends ukd",paper-2,0.8480007375266111,-0.011488420144539746,-0.34436944444004486,1.082385031936842,-1.2737014363679473
"he spocatb! pomamopwren, - manufacturer oaohsck 453110, poccuss, sawkoptoctan, r. crepnuranas, yn. texayeckas, 32 jsc.bsc, 32, tekhnicheskaya street, basnkortostan, 453110, russia sterilamas, upea  i i 1a led coornerae or on e o 001 o oos, 0001 so 400 01a the copa kathimmmpobahhaa texhmeckar mapka 5 soda ash iechnical. grade b (ligat) roct/gost 5100-85 cas number: 497-19-8 jupac name: sodium carbonate macca metto net weight 25 kf / kg crenaho b pocchmimade in russia bhhmahme  hen warning causes serious ye initation. proteetive ploves, protecting clothing wear eye protection, face protection. if rinse cautioualy with water for in eyes minutes. remove contact and easy to do. continue lenses,  present initation persists insing i ye vicalattention. - e ec fans mrec svont gat medical cneuant peacramwrent a cpanax ec /the special deputy in eu kaustik europe b.v oslo 1 2993 lm barondrecht the nethorlands tel: countries *3110411114",paper-3,2.433463419806587,0.9143547915102009,1.7618967640956877,-1.3258310585314153,0.29425620576110983
"xotio,hbaa acoaibi ""onmmkc"" bcenoroahbi ot-20 a0 +35 gaplehnt necok, mpahophask kpouka maehka. tehimeckar - (omb a tasmetwpobamkas -  ph - . nnieo kmpihyi dfailobovbir t. 236-77-77 mtosig.ru moptarhquemeht moptaphquement no tcnt topirlduement optn dopiara - quem noi",paper-5,-1.8041554181211712,0.28920784407594863,0.42853740495086623,0.5235987366403526,0.48452458163272116
"1 5 e a - e 3 01 - o optarpieme -200 macca hetto 50 kr e05kr) papibnt 1 5 d 5o l 1 l 3  5 itmivemeht, ame oao -ackitvmi n &n 32,55 2003 -",paper-6,0.04654858174590341,1.5915312277830407,0.6845630496135433,-0.1725967326183309,0.003917994577720565
hsoik bh au - gpop sapmae utyka bas  hsoia vhgoa - malt mdvg bhod  ds aonsvg 4 - 5h bhod9 wdwave kua bghw i htoba wor pka 7a hn / a  a sass obar atkaripra bmalua harexhas aleta et 44 ao he troeis aoeha % mmo m fsolr er yroeha 25 25 wymo! sgllr,paper-7,1.2318929648157677,0.6029205995958391,-0.22550111615691856,-1.4799558151887058,-1.0213670082628437
,paper-8,-1.3487046489592551,-1.0736926789650318,-0.6649502912247878,0.9664917183552684,1.4225727670230641
"itox start mh nconw startme mh fox start mh 30 lany toteana lsy, poisane ai  potea by poteahe e glron  etart istart staru start binma dcakd bonmr bonma rwnc-anthe laur poteaha maue poieaha 30, anect anect sox tblis olox arect anect anect 30kf wyl poteara arect 30kf foliet anect aaect der anect putox - anect gutox anect 30kr, anect putox anect gum litox stsr - lmauy poteaha elayl poieane startme litox start mh 30 aoaur poteahe lal poteaha hu poteake hohaw; poteaha knauf poteanet awr poteaka f poteake luonsg raects outox anect 30xr en start start mh 30 unvmat mncobas start mha start mh 30h - anectounex anect gutox aaect 30kr olitox poteaha lauur poieaha etatatcohn rotband:4 olitox poteaka poteaha 74 - startt - gleox fs ppsgaaot 30kr poteaht l30.xr",paper-9,-0.6569275092964126,-0.559766152466654,0.41949071957694584,-1.7698782623630296,-0.03970500916777165
a 1gn33 dn3wwowr wighn 1h3nis wnvmidou ba3045 4001 3 1n73 mmia nvan  bnbs an stirsd mdmsd j1gn3s onvlnav gyu om. insnsd hnavd nvih 1m7n73 ontino on msngdhnnvdnadn 1n3w3s onviinod otan3inbdh enavd ndxvih onvzinos 1nn33 ae portland cement unpne pt pumtland ceey uerss  maddt 1 a 0= o g - e puatlnd palal mofinaaa ceent mom-dmdn taop  w slm3nad gonawmonr 1m3wis hvulon laftiaha lenit 03a o asappaht 1aens a jabni3 e ce tifiia htanp cement acarcht mdayon novth anpilnd nea n aitma upert on) 1n3m3d4 ansn3 nn aonam -  cenert e,paper-10,-1.6974533654655126,-0.36755031212360295,-0.02824412173237377,-0.030209047677022538,0.8961740398802971
iheeo vhvvidou iheeo vhvvidou liohir e moptiaha cemeht - ht eht heweo vhvvidou hko - am a lheaes heneo vhvvidou iheneo vhvvcoh ihees vhvvigdu heweo vhvvidou,paper-11,-3.0558505601881514,-0.13947084391337744,0.6166817058252242,-0.2375550879380393,1.2611950293258807
,paper-12,0.9927160838059896,-0.22374701942859224,0.734656641473739,0.16962210356063198,0.11417812264184551
"000 aok karebaa 0c3e1 2500x1250x12 25,09.2013 06:15",wood-16,-1.2474256108558042,-0.6556396471697183,0.15307545796355274,-1.7977900712609436,-0.7418916524283385
,wood-17,0.20497236930150164,-0.6473823943228852,1.858907837868292,0.2162684927524632,0.44607269992222826
,wood-15,1.535274948995965,-0.6067146258150694,0.604966802779419,-0.3362578968986304,-0.5761726058323751
dao. bas 1 4 k,wood-14,0.5844294414897074,-2.131596056748862,-0.9020996182911175,1.3956613540918845,0.3829209265461561
1276-2/2614 kronopol krondply en 13986p0sb3-en 300 e1-wk,wood-10,1.6025787731115488,3.298112585669806,0.4328100001839052,0.048866459398617224,-0.7183371951309419
nerbord la sarre québec. canada  norpord.com,wood-11,0.15552480387678425,0.12947595645542342,0.27576915424155674,2.0518128856082645,1.6117831844264006
"eur)strando osb egger ces efr www.egger.com 5fr dr ctadcst  g a 8765 egger 33 u d - a 8763 0755 eoger 13008 - ma r eposr - 5765 edser 13, das esusiro - 1 8755 ee de r eetd - 4765 eger 10 a - 3737 12 3e13 737 esaer 13 876 op opr 3e1 737  taka top - ieaami 3e1 737  spst ae 13 d ar *  e1 13 dop - 13 dop 31117 en 757 15 b0 en 15996 284 5 12ay 2 15986 e en 1386 0383 al 737 12r en 3986 237 er e 737 - 23985 2054 737 1 en el 3224 737 - b - 2904 98 124 - à 3599 se 213683 363983 5233 13986 el e f - e  9sb 737 : e 2684 e1 737 22 139361 280 f1 737 ama 821369301 en et  021305 36 921 8213 921 38 * - 0241 e77 12 821303331903 8331 221308391563 12 21388391993 32w4 12f 21308301983 tsu - n bc s0  sr ftr t  5353 0033 9033 2933 boss 0a33 8833 2433 s 0r33 0as3 - b033 9 3903 bp  a93 de 0933 3033 des3 d03 3933 16 8533 3a33 3e1 737 t 921596361593 bse e1 737 12 021509301503 12 p1346391503 -  bre à en 13986 d5b3 e1 737 12n - 86 95 ose 5 4 ",wood-13,-1.4459448686282423,0.23539228639324314,-1.905825840781776,-0.25826063859011505,0.512166072702147
,wood-12,-1.4306140929268152,-0.10125103078453063,-0.9619275887427737,-0.44231418869481404,0.4500304283015528
"eiff $30018 337 madaie corny glunz, - comraco",wood-9,-0.8005315258405646,-0.8070462644158642,2.148532964211128,1.2759699954355708,-2.353852103362315
1 8b cp cp,wood-8,0.5735740522515219,-1.2410695297224306,-1.4986575815800216,-0.07265802877371833,-1.457377412015302
,wood-3,0.07229514529651485,0.626386473146477,1.8719611739660018,-0.6627721788442096,0.35102263112430737
kronobuld .00.2440 0094727557 konooul 12.00.2440.1 - m 72 0094727540 konoburl,wood-2,-0.1547651496606382,1.729509450092436,-0.6336603546443539,-1.2766287704837431,-2.9327603981864296
osb3,wood-1,1.6929077629652611,-0.17733930526374667,-0.5039895521533571,1.5030956447647081,2.1022096477151666
,wood-5,-0.3348495762020861,-1.7984417933684378,0.6535249901927787,0.5977239317958489,0.9678623771885683
003e 244r,wood-4,-0.8360175093568636,-0.1066836900931682,-0.9376792182053976,-0.11203968654530658,0.15337468359010462
"ddroup) nacidopma; 2750x1830mm a6nohr floxapho d'pgroup) ten: +7(495)973-7 nacrdopmar: maxaroh 2750x1830mm ddaroup ten. +7(495)973-76-71 nacrpopmar: 2750x1830mm ay6 behre (timhym) ddaroup +7/495)973-76-71 toirzirairw tutah te +7(495)973-7 76-71 nacidopmar: 2750x1830mm opex ahtwkbapheim ddan nacrpopmar? 2750x1830mm byxe basapua cbernb265 d.paroup) +7(495)973-76-71 tmcingedarzedaro-n acehb lmmo temhbih ddgroup ten.: +71495)973-76-71 ay6e noneprzekbgw, bbibenehhbih (tloheht) ddaroup ten; +7(495)973-7 nacrdpopman: 2750x1830mm ay6a atnahta taciaprzeabdw. onbxal fpaebo ddgroup nacd dpopmar 2750x1830mm byke babapha temhbih2 255 d.pproup) ten +7495)073-76-71 nacigopmar? 2750x1830mm bhwha okcopopa d.daroup wwwd ten +7(495) 973-76-71 nacrldpopmar 2750x1830 mm ay6a apaehckw (achbi) dpgroup ten.; +7(495),973-76-71 nacrdpopmar: 2750x1830 mm kneh tamaay d.daroup) www.ddgroupp.ru ten. 7495)973-76-71 nactipopmar: 2750x1830mm ay6 nannana dpgroup) macidopmar: 2750x1830mm ay6 cepah dproup ren 7(495)9 973-76-71 tacigapar27501830. mm bexebbih (40mk) ddgroup ten: +7(495) 973-76-71 nacrdopmar 2750x1830mm benbih d.dnroup ten 973-76-71 nacrn dbopmar 2750x1830mm acehb wmmo cbetmbim ddaroup) 7(495) ddgroupp.ru 973-76-71 nacrdopmar: 2750x1830mm ay6 mneyhbih",wood-6,-0.3991570140099877,-0.28350156354126516,1.042237323002695,0.5262855880066959,1.8669864918060401
,wood-7,-0.27321311210526367,-0.3881782082441926,1.506381841294742,1.1780219571818036,0.1648291793542079
,wood-22,0.6070561814258049,0.257862996261426,1.5620798575653976,0.46373763576565374,-1.166783901239805
,wood-20,0.6394285766820222,0.3956420444775278,2.1646951664475473,-0.022741633660971462,0.658889887580157
a  o7g ex dp kr -,wood-21,-0.9255826509756964,-1.1084203531479815,-1.4505829799325698,0.7011409235503381,1.280059860793207
e k -  ,wood-19,0.7195199334910581,-0.3516861766754236,-0.3292997429141146,0.5668748565500101,0.781225435288652
,wood-18,-0.8577007136979529,-1.272799490435143,0.4065108494426092,-0.436363370873585,-0.25154730737541603
,metal-1,1.0044007193746258,-0.4161427968037194,-0.3728914757769706,-0.5663962773492137,2.234958879847879
,metal-2,-2.088655342161871,-1.3960617445324106,0.12559508325023813,-0.47516731357808606,0.3244446578616903
,metal-3,-0.23228112283782026,2.7306911429414606,0.5758141989914933,0.791073500867309,-0.7378951186175339
,metal-7,-0.1518620334575465,0.9890363864371696,0.5266511702967908,-0.35884778651877963,0.21671123273262044
a 3t5e 25 dor,metal-6,1.1418554561493381,1.5356974265470813,1.2673780156918797,-0.14485639254420582,0.4588823293560392
,metal-4,0.26341301057900934,0.7898981845137834,-0.31802632498202243,-0.12027246119804497,2.396084317450178
,metal-5,1.5169560466134984,-1.0130929001669473,2.662371405125018,1.344241548540281,-0.6933069052861387
,metal-19,-0.28747062792634476,0.9382692730995944,0.6446462712043405,-0.3167029160798346,-1.3263900784544727
a - silver   . a - e master.ru,metal-18,2.550966282609949,1.4040236307026042,-1.4903972472602072,0.2883387522993025,1.0538708219527617
,metal-20,1.9988873011243664,0.9234399256340302,-1.1752775960852622,-1.8373335948532212,0.935388032110185
bt1-0 0190 atil .713,metal-13,0.24332810773920374,-0.4005842378702174,-0.7605178807889179,0.29599126095660266,1.4375065618529836
e -,metal-12,-1.6736091315816246,-0.02699001856552189,0.4231262138828743,0.1729946635405564,-0.5271213193944959
,metal-10,-0.9447462001387449,-0.539851926934663,0.4355923911098187,0.7331345794296386,2.0559162382582885
-,metal-11,0.7514576954936943,0.597774378097529,-0.4197753928788483,-0.19658829774686523,-0.17466769768777884
,metal-15,-0.947315696489302,-0.10153072261872002,1.1231877664909147,1.127105656892773,-0.2548915141220322
"nsoxs ch-20 720x30 c9-20 d coen 130x500 7280 c4-20 se - t20 ,y ioe a cses",metal-14,0.8363570694078433,0.1336974594512554,2.005279644764753,-0.9796846571144195,-0.2628857855603353
foct24215.45 k-418 1 0.1015 320,metal-16,-0.29942974575397135,0.2256144043601552,0.506804299090823,-0.3150072363318112,0.048466278263223514
aa marching band 1456cm sabian,metal-17,1.2969812530443139,-1.3709347369892995,-0.4456198484957336,1.2247547499436158,0.8102242969959055
,metal-8,-0.30860964418169584,-0.5227480875553753,-0.7742083809146615,0.14838791994398642,-1.3818038273591615
a2 5582 c-no à ctl400 012001,metal-9,0.7029985060686096,-1.0892097535448055,-1.3816050975136123,-0.9152473607565986,-0.9953489572409115
,silver-11,1.6910324526626976,0.10234978364135204,1.2875029051947808,0.34902095809789135,0.7895761068777383
-,silver-10,-0.3665446366534371,-0.9756393462724912,0.6341543125542836,1.254788344926557,-1.1541822403111377
,silver-12,-1.337406008738535,0.07275739263524836,1.4061068967903585,0.9041142622233439,-2.1925646093038673
,silver-13,-1.2350972974234824,-0.6793976963936942,-0.4479151529940732,-0.7407718007447737,0.8409138388856553
,silver-17,-0.04936657572222022,1.0270586966834605,0.6082821878940607,-2.3217913117410833,-0.9746488378505629
7,silver-16,-0.26653644393443204,-0.3301316046963128,1.6088767315754187,-2.0937794183579124,-0.18453939469466454
dunce 888 47 - silver 107.8682,silver-8,-1.1225340663369197,0.9786551793500923,-0.9245619481250754,0.7304836274276018,-1.4969487036800964
,silver-14,0.5448823787886927,-0.09074035185488576,0.26256913863597997,-0.764710389175275,-0.3616136291300597
,silver-15,0.700381580179587,1.900589414714056,-2.1075491951427905,-0.3195077189366368,-0.5488380737831493
,silver-9,-0.4029611573452589,-0.2823332217101615,-0.12359600967535761,-0.2106121592184778,-0.8206489147011028
,silver-4,-0.4229875019735082,-0.06000685874280263,-0.49241675808768437,0.4460983311507794,0.5425517418113766
g141 211 e,silver-5,-0.408740858759759,0.2660913803473202,0.7023556587466386,1.1746498804802685,-0.7299503471543083
,silver-7,-0.6937798297677896,-0.2876672322826742,0.9241758089586777,0.680919046150543,-0.6582281520136207
999 bne geter oa n,silver-6,-1.2805132464256512,-0.9909745804388884,0.990117937245234,-0.3980565332229404,0.35713450502347016
one troy ounce 999 fine silver,silver-2,0.42005091988183385,-0.679694089707561,0.45610358961761976,1.2312335231051992,-1.3106228003987794
etr 2,silver-3,0.30899933933664253,-2.1684320207658487,-0.18227124122445224,0.10947181904092879,0.6020040420122442
,silver-1,1.784741661588734,0.937963023405201,-1.7184053841573803,0.3547824125445012,-0.42304366032274143
150k,tyre-2,0.6968087252336768,-0.05359063486682938,-0.9820162617784178,0.8310115136594409,-2.139847968215949
36g tfaction e 20555r16 a,tyre-3,-0.25665420412031253,1.2879147426026623,1.0866537358333497,0.4641463270456978,1.2696758712392056
ioals2nr2 024456,tyre-1,-1.0224484411351553,0.906704641749108,1.0082795877887283,-0.7696280275400832,0.13684255121913677
,tyre-4,-1.8229018901422953,0.36085625075549543,-0.5900299547795284,2.2427190961890675,-1.65546632063199
sehwalbe al,tyre-5,0.9712879010190137,-0.7008528628389084,-0.47003373315763547,1.2547109028948702,0.7598183153823475
ph( oto:philipp schwab www.granfondo-cycling.com,tyre-6,0.6881821396577873,-0.26142461234630515,0.28123995502939064,-0.17902461292293967,-0.16671054517935285
gravekng pansrecer,tyre-7,-1.2537180069450733,0.388727971073651,-0.4826557973015362,-0.45368723821805734,-0.2338763491870464
atfa,tyre-8,-0.514706914105558,0.19068959058183652,1.0781557238214448,2.3827857683018956,-0.012901510688385144
de,tyre-9,0.47002435110008606,-1.4908801178266908,0.6457355019225598,1.8114855376835528,-1.0697084215716202
"image
tyre-10    image\ntyre-10    sxxistsess mmade inv kore al...
tyre-10    image\ntyre-10    sxxistsess mmade inv kore al...
name: doctr, dtype: object",tyre-10,-0.38750661720089263,0.8005559267365085,-1.0097891304429754,-0.8757026053051349,-1.2745883007079142
"image
tyre-10    image\ntyre-10    sxxistsess mmade inv kore al...
tyre-10    image\ntyre-10    sxxistsess mmade inv kore al...
name: doctr, dtype: object",tyre-10,-0.23798398009724686,-0.8299081549801353,0.8920853035390948,1.1434499817595756,0.16930286657510352
,tyre-11,-1.875715728524153,0.4137690885914064,-0.5681541970501724,-0.7232999488257587,-0.9785810830102745
,tyre-12,-0.5745675959272708,0.013219055961646709,-0.5410032087370655,-0.46256382720221295,-1.7236447659746774
"adue. multivita"" sefelee forg - x4",tyre-13,-0.01910729325362495,-0.19718662148602464,-2.3224077951042306,0.5120034262359171,0.07735678385630035
big appe schmalbe 00,tyre-14,0.4101020698108063,-0.7499209339438137,-0.617072884596195,-0.5677857121268944,1.199542333875516
fl,tyre-15,0.21670709190695073,-1.6629394375932312,-0.2540990101024486,-0.9696732572706056,-0.31353145800520354
schuelde c7 365,tyre-16,-0.009218132694336835,1.6357275455435822,0.8494980654338935,0.5369654530523105,0.43374312836593104
-,tyre-17,-2.518265185001166,-1.155928342483436,-0.6920387917683102,-0.00506282321404185,1.1136044462920096
: :. : e0o,glass-4,0.17191493096816707,-0.9795041466435804,-1.7274415987918739,-1.2640633531283076,-0.19995652706427686
ueideans 43r abskairt ( 00i057 e000185 1.....,glass-5,0.5279687987650528,0.531355517997021,-0.01500860563318529,0.1703073225779016,-0.07909435295332305
,glass-2,0.12363517630359482,0.09936214695213155,-0.5368011715227576,-0.1573690558102757,0.8270589957203613
,glass-3,-0.23611891025693243,0.16970466438971146,0.8005146044365755,0.5439770892697896,2.499182405181469
,glass-1,-0.05118637381880188,-0.5769431086489559,-1.6809971402781778,-0.10404378305547723,-0.124506032560468
land,glass-6,0.4229943468817102,0.04030069433205628,-0.5405166307588494,1.1646707839519437,1.1761120711308788
,glass-7,-0.5546919296738014,0.7017003887678108,0.43208700362461294,-1.8005534428160792,0.5561491854405388
sekuri saint : gobain (e)43r:001100 dot249 m24as2 5.0,glass-8,-0.04508066649886384,-1.27392679143419,1.5577125120117992,-0.39657505783863906,0.0953580329634207
iu ji e amvv -,glass-9,-0.8140932184757191,0.9496839347534055,1.4738469192856258,-1.2159876436210173,0.644179179836376
"agc,automotive 43r-009545 dot-376 m2l5 as3 a006451 30e. c temperlite esg18wdp49",glass-10,-0.6568415563409505,-0.3337731997998874,0.1577363349428902,1.0581626823522832,-1.6255661465754976
core,glass-11,-0.6066777009095057,-0.5459501145859812,-1.0837031610830128,0.29979568974459403,0.1262780058833973
- royal bbene ,glass-12,0.005920345047325036,-0.557194034361949,-0.3170951791445038,0.0712093349782807,-0.3021451916486204
,glass-13,-1.3611370311936233,-2.101659481356742,0.17699773971463054,-0.5817674364150432,-1.4932649949739174
h8512,glass-14,-0.7183387527520089,0.21242493216176014,-0.9009883166268662,0.5020651320599743,0.6595495591735697
9999 9999,gold-1,-1.4553384964767466,-0.7629326413751946,0.3599726650775102,-0.5751468962130912,-0.8537511492219136
,gold-3,2.019298932893134,1.1181697740938197,0.4468335138269267,-1.0020375080548114,-1.4316838694254206
,gold-2,1.8016037948057677,2.0894931584745042,-0.05793348854227676,0.24824070889293337,0.24910160223191619
997 x an 1a'e opana 999 (ktt.an 49 02.  9999 jackedn c7 11907885 9999 eyy a/ 289403 a,gold-6,-0.008753883094113237,-2.2871579243946307,-1.750096744969598,-0.8333484182333248,0.1064229949818365
,gold-7,-0.9874908208987082,-0.5705522751835871,-0.5825197894352019,-0.3000658358424703,-1.1084982861992605
